"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"LogicalModelMolGen","LogicalModelMolGen","LogicalModelMolGen","","","",0,*,"","","","null {[]} {[]}
","MII LM MolGen LogicalModel","LogicalModel des MII Moduls Molekulargenetischer Befundbericht","","","","","","","","","",,,,,"",,,,"Element",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"LogicalModelMolGen","LogicalModelMolGen.Methoden.ReadDepthCoverage","LogicalModelMolGen.Methoden.ReadDepthCoverage","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Read depth/Coverage","Anzahl der Ablesungen eines bestimmten Nukleotids im Genom in einem Experiment","","","","","","","","","",,,,,"",,,,"LogicalModelMolGen.Methoden.ReadDepthCoverage",0,1,"",""
"LogicalModelMolGen","LogicalModelMolGen.Methoden.IntronSpanningIVS","LogicalModelMolGen.Methoden.IntronSpanningIVS","","","",0,*,"","","","string {[]} {[]}
","Intron spanning / IVS","Intron spanning  oder  IVS (InterVening Sequence, z.B. Introns)","","","","","","","","","",,,,,"",,,,"LogicalModelMolGen.Methoden.IntronSpanningIVS",0,*,"",""
"LogicalModelMolGen","LogicalModelMolGen.Methoden.StartUndEndnukleotid","LogicalModelMolGen.Methoden.StartUndEndnukleotid","","","",0,1,"","","","Range {[]} {[]}
","Start- und Endnukleotid","Start- und Endnukleotid","","","","","","","","","",,,,,"",,,,"LogicalModelMolGen.Methoden.StartUndEndnukleotid",0,1,"",""
"LogicalModelMolGen","LogicalModelMolGen.Methoden.SensitivitaetDetektionslimit","LogicalModelMolGen.Methoden.SensitivitaetDetektionslimit","","","",0,1,"","","","Quantity {[]} {[]}
","Sensitivität/Detektionslimit","Sensitivität/Detektionslimit","","","","","","","","","",,,,,"",,,,"LogicalModelMolGen.Methoden.SensitivitaetDetektionslimit",0,1,"",""
"LogicalModelMolGen","LogicalModelMolGen.Methoden.LimitierungenBemerkungen","LogicalModelMolGen.Methoden.LimitierungenBemerkungen","","","",0,*,"","","","Annotation {[]} {[]}
","Limitierungen/Bemerkungen","Limitierungen/Bemerkungen, Freitext","","","","","","","","","",,,,,"",,,,"LogicalModelMolGen.Methoden.LimitierungenBemerkungen",0,*,"",""
"LogicalModelMolGen","LogicalModelMolGen.Ergebnisse","LogicalModelMolGen.Ergebnisse","","","",0,*,"","","","BackboneElement {[]} {[]}
","Ergebnisse","Ergebnisse","","","","","","","","","",,,,,"",,,,"LogicalModelMolGen.Ergebnisse",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"LogicalModelMolGen","LogicalModelMolGen.Ergebnisse.id","LogicalModelMolGen.Ergebnisse.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"LogicalModelMolGen","LogicalModelMolGen.Ergebnisse.extension","LogicalModelMolGen.Ergebnisse.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"LogicalModelMolGen","LogicalModelMolGen.Ergebnisse.modifierExtension","LogicalModelMolGen.Ergebnisse.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"LogicalModelMolGen","LogicalModelMolGen.Ergebnisse.Zusammenfassung","LogicalModelMolGen.Ergebnisse.Zusammenfassung","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Zusammenfassung","Zusammenfassung","","","","","","","","","",,"required","","http://loinc.org/vs/LL541-4","",,,,"LogicalModelMolGen.Ergebnisse.Zusammenfassung",0,1,"",""
"LogicalModelMolGen","LogicalModelMolGen.Ergebnisse.Veraenderungen","LogicalModelMolGen.Ergebnisse.Veraenderungen","","","",0,*,"","","","BackboneElement {[]} {[]}
","Veränderungen","Veränderungen","","","","","","","","","",,,,,"",,,,"LogicalModelMolGen.Ergebnisse.Veraenderungen",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"LogicalModelMolGen","LogicalModelMolGen.Ergebnisse.Veraenderungen.id","LogicalModelMolGen.Ergebnisse.Veraenderungen.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"LogicalModelMolGen","LogicalModelMolGen.Ergebnisse.Veraenderungen.extension","LogicalModelMolGen.Ergebnisse.Veraenderungen.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"LogicalModelMolGen","LogicalModelMolGen.Ergebnisse.Veraenderungen.modifierExtension","LogicalModelMolGen.Ergebnisse.Veraenderungen.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"LogicalModelMolGen","LogicalModelMolGen.Ergebnisse.Veraenderungen.VeraenderungProteinebene","LogicalModelMolGen.Ergebnisse.Veraenderungen.VeraenderungProteinebene","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Veränderungen auf Proteinebene: Terminologie: HGVS - Angabe möglich von: Formal Protein (pHGVS) 3-letter code:  Bsp.: p.(Cys47Tyr),  p.(Val600Glu) - Formal Protein (pHGVS) 1-letter code:  Bsp.: p.(C47Y) - Trivialname (Kurzform):  Bsp.: C47Y","Veränderungen auf Proteinebene: Terminologie: HGVS - Angabe möglich von: Formal Protein (pHGVS) 3-letter code:  Bsp.: p.(Cys47Tyr),  p.(Val600Glu) - Formal Protein (pHGVS) 1-letter code:  Bsp.: p.(C47Y) - Trivialname (Kurzform):  Bsp.: C47Y","","","","","","","","","",,,,,"",,,,"LogicalModelMolGen.Ergebnisse.Veraenderungen.VeraenderungProteinebene",0,1,"",""
